QNN_1,QNN_2,QNN_3,QNN_4,QNN_5,QNN_6,QNN_7,QNN_8
1.66914471362649,1.8103788461044144,1.6840737335357603,1.6732359473147174,1.5545689718883282,2.35741816809981,2.018107766597062,1.8336516995054157
2.2287467764937743,2.602571354910754,2.6321150985120605,2.590916224717225,2.414597329997581,2.4726279020174777,3.035772020213456,2.1438938746100566
1.7376679966889033,1.2760594591278194,1.4727393010184846,1.3238540865808213,1.5342572952861409,1.7905447210211916,1.6711694771785235,1.6597197019864067
1.8056940463144613,2.1081819338178187,2.4474013090305076,1.8594182694239627,2.160066819416029,1.9693079313762627,2.5652604462670565,1.7206473329749583
1.7300802835391698,1.6281529243516102,1.9540581322263468,1.8319784606958875,2.0953001762712655,1.3167100631185473,2.052663081437325,1.7979455021426731
2.040829943079588,2.7620062553388287,2.1164740050252613,2.466895914407783,2.210105818708015,2.161714893618641,2.870150126572699,2.362788220285174
0.8038298388896503,0.9264292221528914,1.2330256485105477,1.1210065749590215,1.1176058060141598,1.1870084423199345,1.2588030335142308,0.7368298463615369
2.145912037851142,2.564220423010009,2.65578964557639,2.4336281226506316,2.564558750054133,1.8335872621317526,2.9710734098450176,2.0726203952695403
2.0721027273018526,2.3404245765188927,2.0973706596824293,2.3266544403013043,2.3538758552405494,1.8583502073138631,2.672868408304222,2.2748841413603005
1.7474563342674414,2.34526313477541,2.3787005486514636,1.9676097209592704,2.1712684286479806,2.2669542405827867,2.6374269030403994,1.7674552760208124
