artifact_id	artifact_key	title	origin	url	http_code	is_pdf	status	note
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	existing	https://doi.org/10.1073/pnas.0402717101	403	0	http_403	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_best_pdf	https://www.pnas.org/doi/pdf/10.1073/pnas.0402717101	403	0	http_403	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_location_landing	https://pubmed.ncbi.nlm.nih.gov/15210982	200	0	ok_nonpdf	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_location_pdf	https://arxiv.org/pdf/gr-qc/0407075	200	1	pdf_ok	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_location_landing	http://arxiv.org/abs/gr-qc/0407075	200	0	ok_nonpdf	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_location_landing	http://europepmc.org/pmc/articles/PMC470711	404	0	http_404	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	openalex_location_landing	http://doi.org/10.1073/pnas.0402717101	403	0	http_403	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	crossref_resource_primary	https://pnas.org/doi/full/10.1073/pnas.0402717101	403	0	http_403	
ASOT-0021	doi:10.1073/pnas.0402717101	**Mazur, P. O., & Mottola, E.** (2004). *Gravitational vacuum condensate stars*. PNAS 101, 9545-9550. DOI: 10.1073/pnas.0402717101.	crossref_link	https://pnas.org/doi/pdf/10.1073/pnas.0402717101	403	0	http_403	
ASOT-0022	doi:10.1080/00927870701724094	**Biss, D. K., Dugger, D., & Isaksen, D. C.** (2008). *Large annihilators in Cayley-Dickson algebras*. *Communications in Algebra* 36(2), 632-664. (Cited by Reggiani 2024; annihilator structure.)	existing	https://doi.org/10.1080/00927870701724094	403	0	http_403	
ASOT-0022	doi:10.1080/00927870701724094	**Biss, D. K., Dugger, D., & Isaksen, D. C.** (2008). *Large annihilators in Cayley-Dickson algebras*. *Communications in Algebra* 36(2), 632-664. (Cited by Reggiani 2024; annihilator structure.)	crossref_resource_primary	http://www.tandfonline.com/doi/abs/10.1080/00927870701724094	403	0	http_403	
ASOT-0022	doi:10.1080/00927870701724094	**Biss, D. K., Dugger, D., & Isaksen, D. C.** (2008). *Large annihilators in Cayley-Dickson algebras*. *Communications in Algebra* 36(2), 632-664. (Cited by Reggiani 2024; annihilator structure.)	crossref_link	http://www.tandfonline.com/doi/pdf/10.1080/00927870701724094	403	0	http_403	
ASOT-0023	doi:10.1080/03605300600987306	**Caffarelli, L., & Silvestre, L.** (2007). *An extension problem related to the fractional Laplacian*. Communications in Partial Differential Equations, 32(7-9), 1245-1260. DOI: 10.1080/03605300600987306.	existing	https://doi.org/10.1080/03605300600987306	403	0	http_403	
ASOT-0023	doi:10.1080/03605300600987306	**Caffarelli, L., & Silvestre, L.** (2007). *An extension problem related to the fractional Laplacian*. Communications in Partial Differential Equations, 32(7-9), 1245-1260. DOI: 10.1080/03605300600987306.	openalex_best_pdf	https://arxiv.org/pdf/math/0608640	200	1	pdf_ok	
ASOT-0023	doi:10.1080/03605300600987306	**Caffarelli, L., & Silvestre, L.** (2007). *An extension problem related to the fractional Laplacian*. Communications in Partial Differential Equations, 32(7-9), 1245-1260. DOI: 10.1080/03605300600987306.	openalex_best_landing	http://arxiv.org/abs/math/0608640	200	0	ok_nonpdf	
ASOT-0023	doi:10.1080/03605300600987306	**Caffarelli, L., & Silvestre, L.** (2007). *An extension problem related to the fractional Laplacian*. Communications in Partial Differential Equations, 32(7-9), 1245-1260. DOI: 10.1080/03605300600987306.	crossref_resource_primary	http://www.tandfonline.com/doi/abs/10.1080/03605300600987306	403	0	http_403	
ASOT-0023	doi:10.1080/03605300600987306	**Caffarelli, L., & Silvestre, L.** (2007). *An extension problem related to the fractional Laplacian*. Communications in Partial Differential Equations, 32(7-9), 1245-1260. DOI: 10.1080/03605300600987306.	crossref_link	http://www.tandfonline.com/doi/pdf/10.1080/03605300600987306	403	0	http_403	
ASOT-0024	doi:10.1080/03605301003735680	**Stinga, P. R., & Torrea, J. L.** (2010). *Extension problem and Harnack's inequality for some fractional operators*. Communications in Partial Differential Equations, 35(11), 2092-2122. DOI: 10.1080/03605301003735680.	existing	https://doi.org/10.1080/03605301003735680	403	0	http_403	
ASOT-0024	doi:10.1080/03605301003735680	**Stinga, P. R., & Torrea, J. L.** (2010). *Extension problem and Harnack's inequality for some fractional operators*. Communications in Partial Differential Equations, 35(11), 2092-2122. DOI: 10.1080/03605301003735680.	openalex_location_landing	http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.766.4327	301	0	http_301	
ASOT-0024	doi:10.1080/03605301003735680	**Stinga, P. R., & Torrea, J. L.** (2010). *Extension problem and Harnack's inequality for some fractional operators*. Communications in Partial Differential Equations, 35(11), 2092-2122. DOI: 10.1080/03605301003735680.	crossref_resource_primary	http://www.tandfonline.com/doi/abs/10.1080/03605301003735680	403	0	http_403	
ASOT-0024	doi:10.1080/03605301003735680	**Stinga, P. R., & Torrea, J. L.** (2010). *Extension problem and Harnack's inequality for some fractional operators*. Communications in Partial Differential Equations, 35(11), 2092-2122. DOI: 10.1080/03605301003735680.	crossref_link	http://www.tandfonline.com/doi/pdf/10.1080/03605301003735680	403	0	http_403	
ASOT-0025	doi:10.1080/14786444808646059	On a new imaginary in algebra	existing	https://doi.org/10.1080/14786444808646059	403	0	http_403	
ASOT-0025	doi:10.1080/14786444808646059	On a new imaginary in algebra	crossref_resource_primary	https://www.tandfonline.com/doi/full/10.1080/14786444808646059	403	0	http_403	
ASOT-0025	doi:10.1080/14786444808646059	On a new imaginary in algebra	crossref_link	https://www.tandfonline.com/doi/pdf/10.1080/14786444808646059	403	0	http_403	
ASOT-0026	doi:10.1080/14786444908646169	On systems of algebra involving more than one imaginary	existing	https://doi.org/10.1080/14786444908646169	403	0	http_403	
ASOT-0026	doi:10.1080/14786444908646169	On systems of algebra involving more than one imaginary	crossref_resource_primary	https://www.tandfonline.com/doi/full/10.1080/14786444908646169	403	0	http_403	
ASOT-0026	doi:10.1080/14786444908646169	On systems of algebra involving more than one imaginary	crossref_link	https://www.tandfonline.com/doi/pdf/10.1080/14786444908646169	403	0	http_403	
ASOT-0030	doi:10.1098/rspa.1984.0023	**Berry, M. V.** (1984). *Quantal Phase Factors Accompanying Adiabatic Changes*. Proc. R. Soc. Lond. A 392, 45-57. DOI: 10.1098/rspa.1984.0023.	existing	https://doi.org/10.1098/rspa.1984.0023	403	0	http_403	
ASOT-0030	doi:10.1098/rspa.1984.0023	**Berry, M. V.** (1984). *Quantal Phase Factors Accompanying Adiabatic Changes*. Proc. R. Soc. Lond. A 392, 45-57. DOI: 10.1098/rspa.1984.0023.	crossref_resource_primary	https://royalsocietypublishing.org/rspa/article/392/1802/45/15579/Quantal-phase-factors-accompanying-adiabatic	403	0	http_403	
ASOT-0030	doi:10.1098/rspa.1984.0023	**Berry, M. V.** (1984). *Quantal Phase Factors Accompanying Adiabatic Changes*. Proc. R. Soc. Lond. A 392, 45-57. DOI: 10.1098/rspa.1984.0023.	crossref_link	https://royalsocietypublishing.org/doi/pdf/10.1098/rspa.1984.0023	403	0	http_403	
ASOT-0030	doi:10.1098/rspa.1984.0023	**Berry, M. V.** (1984). *Quantal Phase Factors Accompanying Adiabatic Changes*. Proc. R. Soc. Lond. A 392, 45-57. DOI: 10.1098/rspa.1984.0023.	crossref_link	https://royalsocietypublishing.org/rspa/article-pdf/392/1802/45/65511/rspa.1984.0023.pdf	403	0	http_403	
ASOT-0031	doi:10.1103/physrev.124.925	**Brans, C., & Dicke, R. H.** (1961). *Mach's principle and a relativistic theory of gravitation*. Physical Review 124(3), 925-935. DOI: 10.1103/PhysRev.124.925.	existing	https://doi.org/10.1103/PhysRev.124.925	403	0	http_403	
ASOT-0031	doi:10.1103/physrev.124.925	**Brans, C., & Dicke, R. H.** (1961). *Mach's principle and a relativistic theory of gravitation*. Physical Review 124(3), 925-935. DOI: 10.1103/PhysRev.124.925.	openalex_primary_landing	https://doi.org/10.1103/physrev.124.925	403	0	http_403	
ASOT-0031	doi:10.1103/physrev.124.925	**Brans, C., & Dicke, R. H.** (1961). *Mach's principle and a relativistic theory of gravitation*. Physical Review 124(3), 925-935. DOI: 10.1103/PhysRev.124.925.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRev.124.925	403	0	http_403	
ASOT-0031	doi:10.1103/physrev.124.925	**Brans, C., & Dicke, R. H.** (1961). *Mach's principle and a relativistic theory of gravitation*. Physical Review 124(3), 925-935. DOI: 10.1103/PhysRev.124.925.	crossref_link	http://link.aps.org/article/10.1103/PhysRev.124.925	403	0	http_403	
ASOT-0031	doi:10.1103/physrev.124.925	**Brans, C., & Dicke, R. H.** (1961). *Mach's principle and a relativistic theory of gravitation*. Physical Review 124(3), 925-935. DOI: 10.1103/PhysRev.124.925.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRev.124.925/fulltext	200	1	pdf_ok	
ASOT-0032	doi:10.1103/physrevb.14.2239	**Hofstadter, D. R.** (1976). *Energy levels and wave functions of Bloch electrons in rational and irrational magnetic fields*. Phys. Rev. B 14, 2239-2249. DOI: 10.1103/PhysRevB.14.2239.	existing	https://doi.org/10.1103/PhysRevB.14.2239	403	0	http_403	
ASOT-0032	doi:10.1103/physrevb.14.2239	**Hofstadter, D. R.** (1976). *Energy levels and wave functions of Bloch electrons in rational and irrational magnetic fields*. Phys. Rev. B 14, 2239-2249. DOI: 10.1103/PhysRevB.14.2239.	openalex_primary_landing	https://doi.org/10.1103/physrevb.14.2239	403	0	http_403	
ASOT-0032	doi:10.1103/physrevb.14.2239	**Hofstadter, D. R.** (1976). *Energy levels and wave functions of Bloch electrons in rational and irrational magnetic fields*. Phys. Rev. B 14, 2239-2249. DOI: 10.1103/PhysRevB.14.2239.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevB.14.2239	403	0	http_403	
ASOT-0032	doi:10.1103/physrevb.14.2239	**Hofstadter, D. R.** (1976). *Energy levels and wave functions of Bloch electrons in rational and irrational magnetic fields*. Phys. Rev. B 14, 2239-2249. DOI: 10.1103/PhysRevB.14.2239.	crossref_link	http://link.aps.org/article/10.1103/PhysRevB.14.2239	403	0	http_403	
ASOT-0032	doi:10.1103/physrevb.14.2239	**Hofstadter, D. R.** (1976). *Energy levels and wave functions of Bloch electrons in rational and irrational magnetic fields*. Phys. Rev. B 14, 2239-2249. DOI: 10.1103/PhysRevB.14.2239.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevB.14.2239/fulltext	200	1	pdf_ok	
ASOT-0034	doi:10.1103/physrevd.23.287	**Bekenstein, J. D.** (1981). *Universal upper bound on the entropy-to-energy ratio for bounded systems*. Phys. Rev. D 23, 287-298. DOI: 10.1103/PhysRevD.23.287.	existing	https://doi.org/10.1103/PhysRevD.23.287	403	0	http_403	
