timestamp_utc	source_id	status	phase	actor	command	note	evidence_refs
2026-02-24T23:08:31.458Z	SRC-DOCUMENTS-EXTRACTED	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin extract-papers -- --refresh-index	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-DOCUMENTS-INGEST	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin extract-papers -- --refresh-index	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-CHIME	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-DESI-QSO	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-EHT-CSV-TXT	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-EHT-TXT	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-GWTC	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-HIPPARCOS	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-JARVIS-ZIP	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --pillar materials --dataset JARVIS --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-METADATA	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-NANOGRAV-KDE	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-PANTHEON	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-SDSS	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --all --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-SORCE	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --dataset 'SORCE TSI Daily' --output-dir data/external --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-EXTERNAL-LEGACY-DERIVED-SWARM	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --dataset 'Swarm L1B Magnetic Sample' --output-dir data/external --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-HST-UDF-METADATA	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --pillar survey --dataset HST	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-INTAKE-TRACE	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin claims-audit -- --update-source-lanes	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-LHC-ALICE-CMS	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin lhc-2025-qgp-synthesis --	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-NV-ODMR	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin spin-decoherence-pipeline --	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-PAPERS-CORPUS	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin extract-papers -- --refresh-index	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
2026-02-24T23:08:31.458Z	SRC-SDSS-DR18-QUASARS	seeded	governance_contract	codex	cargo run -p gororoba_cli --bin fetch-datasets -- --dataset 'SDSS DR18 Quasars' --output-dir data/external --skip-existing	Seed blocked_action_plan ledger rows	reports/external_blocked_burndown_2026-02-24_phase2.toml|reports/external_redownload_audit_2026-02-24_continue_phase_lacunae_rerun3.toml
