index,value
0,1.000102407728e+02
1,1.000546834033e+02
2,1.000640245705e+02
3,1.000810181194e+02
4,1.000919825700e+02
5,1.001322405887e+02
6,1.001368888658e+02
7,1.001411044702e+02
8,1.001568497442e+02
9,1.001775791821e+02
10,1.002541331394e+02
11,1.002566127248e+02
12,1.002731059206e+02
13,1.002834740122e+02
14,1.002894113831e+02
15,1.002911759712e+02
16,1.003346759735e+02
17,1.004816350615e+02
18,1.005005794641e+02
19,1.005587279355e+02
20,1.005636028743e+02
21,1.005757624991e+02
22,1.006140018959e+02
23,1.006257428174e+02
24,1.006976716548e+02
25,1.007016627885e+02
26,1.007133556802e+02
27,1.007633473481e+02
28,1.007710873761e+02
29,1.007711934122e+02
30,1.008108909033e+02
31,1.008406284199e+02
32,1.008842865699e+02
33,1.009330666701e+02
34,1.009532010852e+02
35,1.009650065263e+02
36,1.010018875274e+02
37,1.010186264258e+02
38,1.010189734052e+02
39,1.010261544516e+02
40,1.010269421404e+02
41,1.010913145417e+02
42,1.012049311420e+02
43,1.012229928464e+02
44,1.012269458741e+02
45,1.012668039351e+02
46,1.013123934732e+02
47,1.013192866306e+02
48,1.013223828305e+02
49,1.013569933631e+02
50,1.013749304993e+02
51,1.014193988142e+02
52,1.014674063937e+02
53,1.014896452264e+02
54,1.015086753723e+02
55,1.015697330945e+02
56,1.016085635847e+02
57,1.016279822651e+02
58,1.016355590962e+02
59,1.017301626508e+02
60,1.017678271347e+02
61,1.018073977365e+02
62,1.018324980433e+02
63,1.018754321155e+02
64,1.019232172980e+02
65,1.019353271980e+02
66,1.019514066022e+02
67,1.019570630983e+02
68,1.019734495993e+02
69,1.019895302120e+02
70,1.020153637417e+02
71,1.020400713735e+02
72,1.021284574922e+02
73,1.021527237852e+02
74,1.021945696733e+02
75,1.021965170566e+02
76,1.021968352410e+02
77,1.022262560580e+02
78,1.022331333848e+02
79,1.022405247366e+02
80,1.022533551426e+02
81,1.023194822024e+02
82,1.023722180569e+02
83,1.023842704231e+02
84,1.024740816259e+02
85,1.024770807095e+02
86,1.025034592396e+02
87,1.025830115399e+02
88,1.026470929174e+02
89,1.026933657574e+02
90,1.027281960725e+02
91,1.027481564064e+02
92,1.027957969480e+02
93,1.028260814533e+02
94,1.028547555027e+02
95,1.028713022656e+02
96,1.028758990564e+02
97,1.028768612577e+02
98,1.028864035694e+02
99,1.029799189127e+02
100,1.029936049908e+02
101,1.030054111720e+02
102,1.030704139194e+02
103,1.030806920719e+02
104,1.030808061648e+02
105,1.030891037167e+02
106,1.030972294971e+02
107,1.031387489415e+02
108,1.031999896908e+02
109,1.033152239312e+02
110,1.033544016466e+02
111,1.033992121310e+02
112,1.033994966003e+02
113,1.034051844864e+02
114,1.034590691976e+02
115,1.034796196848e+02
116,1.034817543467e+02
117,1.034931403308e+02
118,1.035638880470e+02
119,1.035983167786e+02
120,1.036103005783e+02
121,1.036323378352e+02
122,1.036390262913e+02
123,1.036441634003e+02
124,1.036499379995e+02
125,1.036506908261e+02
126,1.037185762835e+02
127,1.037199944593e+02
