KEEP|scispace/core-cd|identities-for-algebras-obtained-from-the-cayley-dickson-49wt79bcis-b6961195.html|https://scispace.com/papers/identities-for-algebras-obtained-from-the-cayley-dickson-49wt79bcis
KEEP|scispace/core-cd|cayley-dickson-algebras-and-finite-geometry-s0d0h7d8py-5985d894.html|https://scispace.com/papers/cayley-dickson-algebras-and-finite-geometry-s0d0h7d8py
DUP_OLD|scispace/zero-divisors|the-geometry-of-sedenion-zero-divisors-4udklgytstay-1110cfb5.html|https://scispace.com/papers/the-geometry-of-sedenion-zero-divisors-4udklgytstay
DUP_OLD|openpdf/zero-divisors|2411-18881-97ea95ad.pdf|https://arxiv.org/pdf/2411.18881.pdf
KEEP|scispace/zero-divisors|the-42-assessors-and-the-box-kites-they-fly-diagonal-axis-1ca5plm2c2-05725e21.html|https://scispace.com/papers/the-42-assessors-and-the-box-kites-they-fly-diagonal-axis-1ca5plm2c2
DUP_OLD|openpdf/zero-divisors|0011260-272c7ead.pdf|https://arxiv.org/pdf/math/0011260.pdf
DUP_OLD|scispace/zero-divisors-beyond|flying-higher-than-a-box-kite-kite-chain-middens-sand-439dhetweq-776dc7ea.html|https://scispace.com/papers/flying-higher-than-a-box-kite-kite-chain-middens-sand-439dhetweq
KEEP|scispace/split-family|on-doubly-alternative-zero-divisors-in-cayley-dickson-4lsu5l0e-06f413b9.html|https://scispace.com/papers/on-doubly-alternative-zero-divisors-in-cayley-dickson-4lsu5l0e
KEEP|scispace/split-family|cayley-dickson-split-algebras-doubly-alternative-zero-1br2dcas-55ec4b6e.html|https://scispace.com/papers/cayley-dickson-split-algebras-doubly-alternative-zero-1br2dcas
DUP_OLD|scispace/split-sedenion-loops|investigating-sedenion-extension-loops-and-frames-of-general-z5iny7qqpv-80a79743.html|https://scispace.com/papers/investigating-sedenion-extension-loops-and-frames-of-general-z5iny7qqpv
DUP_OLD|scispace/split-sedenion-loops|sedenion-extension-loops-and-frames-of-hypercomplex-2-3kwc4hwxvv-d4bdd5b7.html|https://scispace.com/papers/sedenion-extension-loops-and-frames-of-hypercomplex-2-3kwc4hwxvv
KEEP|scispace/generalized-cd|the-general-non-orthogonal-cayley-dickson-construction-2b9gsjcahk-1aa355e7.html|https://scispace.com/papers/the-general-non-orthogonal-cayley-dickson-construction-2b9gsjcahk
KEEP|scispace/generalized-cd|cayley-dicksonia-revisited-2rn4iorlw8-3358fda1.html|https://scispace.com/papers/cayley-dicksonia-revisited-2rn4iorlw8
KEEP|scispace/generalized-cd|towards-a-generalized-cayley-dickson-construction-through-3gk0lg9203-55962ce2.html|https://scispace.com/papers/towards-a-generalized-cayley-dickson-construction-through-3gk0lg9203
KEEP|scispace/generalized-cd|a-cayley-dickson-process-for-a-class-of-structurable-n2ezvv8pl1-3697647c.html|https://scispace.com/papers/a-cayley-dickson-process-for-a-class-of-structurable-n2ezvv8pl1
DUP_OLD|scispace/complexified|three-fermion-generations-with-two-unbroken-gauge-symmetries-24mhw7f1hw-47390ab3.html|https://scispace.com/papers/three-fermion-generations-with-two-unbroken-gauge-symmetries-24mhw7f1hw
KEEP|scispace/complexified|color-confinement-and-spatial-dimensions-in-the-complex-3lsvkgcaa2-a4876c88.html|https://scispace.com/papers/color-confinement-and-spatial-dimensions-in-the-complex-3lsvkgcaa2
KEEP|scispace/complexified|sedenion-algebra-for-three-lepton-quark-generations-and-its-3hm1vn2457-be9c74fd.html|https://scispace.com/papers/sedenion-algebra-for-three-lepton-quark-generations-and-its-3hm1vn2457
DUP_OLD|openpdf/complexified|2308-14768-72420cab.pdf|https://arxiv.org/pdf/2308.14768.pdf
DUP_OLD|scispace/dual-sedenions|properties-of-hyperholomorphic-functions-on-dual-sedenion-vc3dbmqs03-faa383cd.html|https://scispace.com/papers/properties-of-hyperholomorphic-functions-on-dual-sedenion-vc3dbmqs03
KEEP|scispace/function-theory|hyperholomorphicity-by-proposing-the-corresponding-cauchy-1ji5eq5122-18ec1847.html|https://scispace.com/papers/hyperholomorphicity-by-proposing-the-corresponding-cauchy-1ji5eq5122
DUP_OLD|scispace/nonstandard-16d|sixteen-dimensional-sedenion-like-associative-algebra-4st7jccroe-6a2f7fb0.html|https://scispace.com/papers/sixteen-dimensional-sedenion-like-associative-algebra-4st7jccroe
DUP_OLD|openpdf/nonstandard-16d|2401-01166-08a7cabc.pdf|https://arxiv.org/pdf/2401.01166.pdf
KEEP|scispace/nonstandard-16d|associative-space-time-sedenions-56lb37fvh6-24a45bef.html|https://scispace.com/papers/associative-space-time-sedenions-56lb37fvh6
KEEP|scispace/computation|rationalized-algorithm-for-computing-the-product-of-two-43ox61luc3-7f50209b.html|https://scispace.com/papers/rationalized-algorithm-for-computing-the-product-of-two-43ox61luc3
KEEP|scispace/matrices|sedenionic-matrices-and-their-properties-45b6kynmlr-40efa93f.html|https://scispace.com/papers/sedenionic-matrices-and-their-properties-45b6kynmlr
KEEP|scispace/beyond-32d|the-subalgebra-structure-of-the-cayley-dickson-algebra-of-55xb5415vz-b687e2b3.html|https://scispace.com/papers/the-subalgebra-structure-of-the-cayley-dickson-algebra-of-55xb5415vz
KEEP|openpdf/beyond-32d|0907-2047-95e8624a.pdf|https://arxiv.org/pdf/0907.2047.pdf
KEEP|openpdf/core-cd|729117-39048808.pdf|https://bibliotekanauki.pl/articles/729117.pdf
KEEP|openpdf/core-cd|dr-lib-iastate-edu-server-api-core-bitstreams-7acefa00-fdc3-4691-a20f-4a3494587690-content-3ffff180.pdf|https://dr.lib.iastate.edu/server/api/core/bitstreams/7acefa00-fdc3-4691-a20f-4a3494587690/content
KEEP|openpdf/core-cd|conjugacy-classes-of-subalgebras-of-the-real-sedenions-b565583f.pdf|https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E3602D99D8C6C96F78EADAD2EDC1BC27/S0008439500006020a.pdf/conjugacy-classes-of-subalgebras-of-the-real-sedenions.pdf
KEEP|openpdf/core-cd|82141950-08bda771.pdf|https://core.ac.uk/download/pdf/82141950.pdf
KEEP|openpdf/core-cd|S0002-9939-2015-12826-2-8a946a15.pdf|https://www.ams.org/journals/proc/2015-143-11/S0002-9939-2015-12826-2/S0002-9939-2015-12826-2.pdf
KEEP|openpdf/core-cd|0905-d1e93307.pdf|https://arxiv.org/pdf/0905.2987
KEEP|openpdf/core-cd|lann-225af3b2.pdf|https://pages.uoregon.edu/ddugger/lann.pdf
KEEP|openpdf/core-cd|0405424-69d67824.pdf|https://arxiv.org/pdf/math/0405424
KEEP|openpdf/core-cd|An-algebraic-proof-Sedenions-are-not-a-division-algebra-and-other-consequences-of-Cayley-Dickson-Algebra-definition-variation-c08657d8.pdf|https://www.researchgate.net/profile/Richard-Lockyer-2/publication/380847813_An_algebraic_proof_Sedenions_are_not_a_division_algebra_and_other_consequences_of_Cayley-Dickson_Algebra_definition_variation/links/6650b5fc0b0d284574580e1c/An-algebraic-proof-Sedenions-are-not-a-division-algebra-and-other-consequences-of-Cayley-Dickson-Algebra-definition-variation.pdf
DUP_OLD|openpdf/split-family|getFT-d226e42e.pdf|https://www.mathnet.ru/php/getFT.phtml?jrnid=znsl&paperid=6841&what=fullt
KEEP|openpdf/split-family|s10958-023-06285-5-c037123c.pdf|https://link.springer.com/content/pdf/10.1007/s10958-023-06285-5.pdf
KEEP|openpdf/split-family|svetlana-zhilina-e2a481ee.pdf|https://8ecm.eu/system/admin/abstracts/pdfs/000/000/454/original/svetlana-zhilina.pdf
KEEP|openpdf/generalized-cd|1107-0ce19d55.pdf|https://arxiv.org/pdf/1107.1301
KEEP|openpdf/generalized-cd|1474295358-48351c1d.pdf|https://projecteuclid.org/journals/missouri-journal-of-mathematical-sciences/volume-28/issue-1/An-Alternate-Cayley-Dickson-Product/10.35834/mjms/1474295358.pdf
KEEP|openpdf/generalized-cd|1707-cf58d70b.pdf|https://arxiv.org/pdf/1707.07318
KEEP|openpdf/generalized-cd|Cayley-Dickson-and-Clifford-Algebras-as-Twisted-Group-Algebras-2c5ed00e.pdf|https://www.researchgate.net/profile/John-Bales/publication/51915595_Cayley-Dickson_and_Clifford_Algebras_as_Twisted_Group_Algebras/links/0fcfd512d4ccc2eed9000000/Cayley-Dickson-and-Clifford-Algebras-as-Twisted-Group-Algebras.pdf
KEEP|openpdf/generalized-cd|flaut-27f51536.pdf|https://www.anstuocmath.ro/mathematics/pdf2/flaut.pdf
KEEP|openpdf/generalized-cd|FULLTEXT01-7bb727ae.pdf|https://www.diva-portal.org/smash/get/diva2:1969088/FULLTEXT01.pdf
KEEP|openpdf/complexified|1904-418dceb5.pdf|https://arxiv.org/pdf/1904.03186
KEEP|openpdf/complexified|2306-5a53efb2.pdf|https://arxiv.org/pdf/2306.13098
