core_download_pdf	https://core.ac.uk/download/pdf/82141950.pdf
core_reader	https://core.ac.uk/reader/82141950
core_display	https://core.ac.uk/display/82141950
core_works	https://core.ac.uk/works/82141950
scispace_brown	https://scispace.com/papers/structure-of-zero-divisors-and-other-algebraic-structures-in-2dzr8sw00c
sd_article	https://www.sciencedirect.com/science/article/pii/0021869390902219
sd_pdfft	https://www.sciencedirect.com/science/article/pii/0021869390902219/pdfft?isDTMRedir=true&download=true
sd_pdf_alt	https://www.sciencedirect.com/science/article/pii/0021869390902219/pdf?md5=33f3d3d19bcdcb137ceddaafe4873896&pid=1-s2.0-0021869390902219-main.pdf
doi_eakin_sathaye	https://doi.org/10.1016/0021-8693(90)90221-9
sd_issue_129_2	https://www.sciencedirect.com/journal/journal-of-algebra/vol/129/issue/2
